,markername,incre_new,Coordinate_Value,Primary_Bin,Chromosome,meanQTL_ID,vQTL_ID
1613,IDP321,3587.95,72.95,5.01,5,,
1614,IDP1956,3588.05,73.05,5.01,5,,
1615,mmp43,3588.3,73.3,5.01,5,,
1616,IDP532,3588.38,73.38,5.01,5,,
1617,gpm315a,3588.4,73.4,5.01,5,,
1618,gpm217b,3588.41,73.4,5.01,5,,
1619,IDP69,3589.07,74.06,5.01,5,,
1620,bnl7.21c,3589.41,74.4,5.01,5,,
1621,jpsb239a,3598.71,83.7,5.01,5,,
1622,lim407,3600.11,85.1,5.01,5,,
1623,IDP2588,3604.15,89.14,5.01,5,,
1624,AY109733,3605.21,90.2,5.01,5,,
1625,IDP265,3615.82,100.81,5.01,5,,
1626,gpm610b,3617.92,102.91,5.01,5,,
1627,IDP150,3624.75,109.74,5.01,5,,
1628,gpm921a,3625.56,110.55,5.01,5,,
1629,gpm921b,3627.17,112.16,5.01,5,,
1630,IDP2389,3631.85,116.84,5.01,5,,
1631,gpm160,3634.38,119.37,5.01,5,,
1632,umc2036,3639.71,124.7,5.01,5,,
1633,hxa102a,3643.37,128.36,5.01,5,,
1634,npi282a,3644.31,129.3,5.01,5,,
1635,IDP3830,3649.37,134.36,5.01,5,,
1636,gpm394b,3653.57,138.56,5.01,5,,
1637,gpm693,3661,145.99,5.01,5,,
1638,gpm287b,3661.13,146.12,5.01,5,,
1639,asg73,3664.71,149.7,5.02,5,,
1640,gpm801b,3665.43,150.42,5.01,5,,
1641,bnlg565,3665.91,150.9,5.01,5,,
1642,gpm359b,3666.79,151.78,5.01,5,,
1643,bcd808d,3667.01,152,5.01,5,,
1644,IDP3938,3667.61,152.6,5.01,5,,
1645,psr922a,3668.81,153.8,5.01,5,,
1646,chb101a,3668.87,153.86,5.01,5,,
1647,umc1587,3671.91,156.9,5.01,5,,
1648,gpm218b,3673.45,158.44,5.01,5,,
1649,IDP684,3680.52,165.51,5.01,5,,
1650,IDP3902,3683.29,168.28,5.01,5,,
1651,IDP514,3693.07,178.06,5.01,5,,
1652,ufg27,3694.31,179.3,5.01,5,,
1653,mmp130,3694.61,179.6,5.01,5,,
1654,gpm283c,3697.97,182.96,5.01,5,,
1655,IDP222,3700.26,185.25,5.01,5,,
1656,gpm678,3700.82,185.81,5.01,5,,
1657,ago108,3701.44,186.43,5.01,5,,
1658,AY110835,3701.54,186.53,5.01,5,,
1659,bnlg1879,3704.81,189.8,5.01,5,,
1660,ufg25,3705.91,190.9,5.01,5,,
1661,IDP337,3714.82,199.81,5.02,5,,
1662,IDP681,3717.44,202.43,5.02,5,,
1663,gpm404a,3717.81,202.8,5.02,5,,
1664,csu164b,3718.31,203.3,5.02,5,,
1665,mbd109,3723.39,208.38,5.03,5,,
1666,gpm56a,3724.53,209.52,5.03,5,,
1667,umc1686,3725.31,210.3,5.03,5,,
1668,IDP322,3726.41,211.4,5.03,5,,
1669,mmp112,3727.71,212.7,5.03,5,,
1670,cdo795b,3729.51,214.5,5.03,5,,
1671,IDP2380,3730.61,215.6,5.03,5,,
1672,bnlg1046,3731.31,216.3,5.03,5,,
1673,bnl7.56,3734.21,219.2,5.03,5,,
1674,gpm615,3735.58,220.57,5.03,5,,
1675,csu340,3737.51,222.5,5.03,5,,
1676,gpm261,3741.77,226.76,5.03,5,,
1677,psr544,3742.21,227.2,5.03,5,,
1678,bcd207b,3744.01,229,5.03,5,,
1679,gpm148,3744.54,229.53,5.03,5,,
1680,mmp180,3744.91,229.9,5.03,5,,
1681,mmc0351,3745.41,230.4,5.03,5,,
1682,umc2035,3746.01,231,5.03,5,,
1683,AY111142,3750.61,235.6,5.03,5,,
1684,gpm406b,3751.89,236.88,5.03,5,,
1685,cdo98a,3754.61,239.6,5.03,5,,
1686,umc1705,3755.81,240.8,5.03,5,q26,
1687,bnl5.02a,3756.21,241.2,5.03,5,q26,
1688,IDP2438,3759.89,244.88,5.03,5,q26,
1689,umc1557a,3760.11,245.1,5.03,5,q26,
1690,umc2294,3760.51,245.5,5.03,5,q26,
1691,hag101,3761.03,246.02,5.03,5,q26,
1692,gpm564,3761.15,246.14,5.03,5,q26,
1693,IDP486,3761.91,246.9,5.03,5,q26,
1694,IDP1660,3765.06,250.05,5.03,5,q26,
1695,AY109606,3765.31,250.3,5.03,5,q26,
1696,gpm835b,3766.91,251.9,5.03,5,q26,
1697,gpm79d,3767.17,252.16,5.03,5,q26,
1698,gpm227a,3767.69,252.68,5.03,5,q26,
1699,lim175,3769.01,254,5.03,5,q26,
1700,gpm323,3769.8,254.79,5.03,5,q26,
1701,gpm753h,3770.11,255.1,5.03,5,q26,q21
1702,crd101,3770.12,255.1,5.03,5,q26,q21
1703,IDP1451,3773.09,258.07,5.03,5,q26,q21
1704,umc1315,3775.22,260.2,5.03,5,q26,q21
1705,gpm157,3778.14,263.12,5.03,5,q26,q21
1706,gpm732b,3780.12,265.1,5.03,5,,q21
1707,bnl6.10,3781.32,266.3,5.03,5,,q21
1708,umc2296,3782.52,267.5,5.03,5,,q21
1709,umc1935,3782.72,267.7,5.03,5,,q21
1710,mmp8,3784.12,269.1,5.03,5,,q21
1711,IDP3908,3784.18,269.16,5.03,5,,q21
1712,rz242b,3785.52,270.5,5.03,5,q27,
1713,IDP1604,3785.56,270.54,5.03,5,q27,
1714,IDP101,3785.6,270.58,5.03,5,q27,
1715,AY107414,3787.57,272.55,5.03,5,q27,
1716,gpm83c,3789.03,274.01,5.03,5,q27,
1717,gpm5,3794.08,279.06,5.03,5,q27,
1718,gpm868,3795.5,280.48,5.03,5,q27,
1719,umc1,3795.82,280.8,5.03,5,q27,
1720,umc1355,3796.22,281.2,5.03,5,q27,
1721,isu45b,3797.02,282,5.03,5,q27,
1722,mmp108a,3799.32,284.3,5.03,5,q27,
1723,umc1870,3800.52,285.5,5.03,5,q27,
1724,gpm419,3801.52,286.5,5.03,5,q27,
1725,umc1429,3801.62,286.6,5.03,5,q27,
1726,gpm245,3802.35,287.33,5.03,5,q27,
1727,mmp191a,3803.1,288.08,5.03,5,q27,
1728,gpm38,3803.37,288.35,5.03,5,q27,
1729,isu61e,3803.72,288.7,5.03,5,q27,
1730,isu61c,3803.92,288.9,5.03,5,q27,
1731,php15024,3804.32,289.3,5.03,5,q27,
1732,mmp154a,3805.22,290.2,5.03,5,q27,
1733,ufg60,3806.22,291.2,5.03,5,q27,
1734,gtc102,3806.34,291.32,5.03,5,q27,
1735,AY107844,3806.35,291.32,5.03,5,q27,
1736,sdg129,3806.44,291.41,5.03,5,q27,
1737,hon106a,3807.69,292.66,5.03,5,q27,
1738,gpm177,3807.7,292.66,5.03,5,q27,
1739,AY104079,3807.94,292.9,5.03,5,q27,
1740,gpm753a,3809.43,294.39,5.03,5,q27,
1741,gpm803a,3809.59,294.55,5.03,5,q27,
1742,mmp58,3810.04,295,5.03,5,q27,
1743,IDP1470,3810.05,295,5.03,5,q27,
1744,bnlg1902,3812.55,297.5,5.03,5,q27,
1745,bnl4.36,3816.65,301.6,5.04,5,,
1746,gpm808,3817.2,302.15,5.04,5,,
1747,gpm218a,3818.56,303.51,5.04,5,,
1748,gpm498a,3818.75,303.7,5.04,5,,
1749,IDP2596,3822.44,307.39,5.04,5,,
1750,IDP1607b,3822.45,307.39,5.04,5,,
1751,umc40,3823.26,308.2,5.04,5,,
1752,umc2299,3825.06,310,5.04,5,,
1753,mmp60,3825.26,310.2,5.04,5,,
1754,umc1591,3829.16,314.1,5.04,5,,
1755,umc2300,3830.26,315.2,5.04,5,,
1756,umc2301a,3830.36,315.3,5.04,5,,
1757,umc2302,3831.86,316.8,5.04,5,,
1758,umc1060,3832.66,317.6,5.04,5,,
1759,umc1990,3833.96,318.9,5.04,5,,
1760,nfd108,3834.69,319.63,5.04,5,,
1761,BE639933,3835.16,320.1,5.04,5,,
1762,IDP207,3837.91,322.85,5.04,5,,
1763,bnlg1208,3838.16,323.1,5.04,5,,
1764,php20589,3838.76,323.7,5.04,5,,
1765,IDP3949,3839.34,324.28,5.04,5,,
1766,lim4,3839.36,324.3,5.04,5,,
1767,gpm254,3840.06,325,5.04,5,,
1768,gpm486b,3840.67,325.61,5.04,5,,
1769,gpm621,3840.9,325.84,5.04,5,,
1770,gpm321a,3841.69,326.63,5.04,5,,
1771,gpm716e,3842.64,327.58,5.04,5,,
1772,bnlg2323,3843.56,328.5,5.04,5,,
1773,npi449a,3846.46,331.4,5.04,5,,
1774,rz476b,3846.86,331.8,5.04,5,,
1775,mmp19,3847.76,332.7,5.04,5,,
1776,AY105205,3848.93,333.87,5.04,5,,
1777,IDP2401,3851.44,336.38,5.04,5,,
1778,AY110906,3851.56,336.5,5.04,5,,
1779,IDP41,3852.54,337.48,5.04,5,,
1780,AY105029,3853.06,338,5.04,5,,
1781,mmp193,3853.07,338.01,5.04,5,,
1782,csu302,3854.46,339.4,5.04,5,,
1783,IDP285,3855.2,340.14,5.04,5,,
1784,IDP1467,3860.38,345.32,5.04,5,,
1785,myb3,3873.96,358.9,5.04,5,,
1786,umc1221,3883.46,368.4,5.04,5,,
1787,csu308,3886.26,371.2,5.04,5,,
1788,IDP3885,3890.93,375.87,5.04,5,,
1789,incw1,3891.46,376.4,5.04,5,,
1790,csu600,3892.06,377,5.04,5,,
1791,IDP1396,3892.21,377.15,5.04,5,,
1792,umc1966,3892.96,377.9,5.04,5,,
1793,gpm253c,3895.04,379.98,5.04,5,,
1794,gpm570,3895.6,380.54,5.04,5,,
1795,gpm748a,3896.95,381.89,5.04,5,,
1796,umc1482,3898.86,383.8,5.04,5,,
1797,bnl5.71a,3902.06,387,5.05,5,,
1798,gpm891a,3902.11,387.05,5.05,5,,
1799,mmc0081,3904.96,389.9,5.05,5,q28,
1800,gpm590,3905.08,390.02,5.05,5,q28,
1801,nfe101,3905.36,390.3,5.05,5,q28,
1802,IDP2445,3906.25,391.19,5.05,5,q28,
1803,IDP51,3908.53,393.47,5.05,5,q28,
1804,umc1822,3911.66,396.6,5.05,5,q28,
1805,mmp47,3917.26,402.2,5.05,5,q28,
1806,ufg18,3919.06,404,5.05,5,q28,
1807,umc1264,3919.96,404.9,5.05,5,q28,
1808,gpm427,3920.61,405.55,5.05,5,q28,
1809,IDP458,3920.84,405.78,5.05,5,q28,
1810,IDP333,3922.74,407.68,5.05,5,q28,
1811,umc2303,3923.86,408.8,5.05,5,q28,
1812,umc1155,3925.86,410.8,5.05,5,q28,
1813,AY111089,3927.08,412.02,5.05,5,q28,
1814,csu173,3928.66,413.6,5.05,5,q28,
1815,AY107329,3929.16,414.1,5.05,5,q28,
1816,mmp90,3929.76,414.7,5.05,5,q28,
1817,gte102,3931.13,416.07,5.05,5,,
1818,gpm26b,3932.11,417.05,5.05,5,,
1819,gpm315c,3933.1,418.04,5.05,5,,
1820,gpm742,3933.21,418.15,5.05,5,,
1821,IDP2140,3936.27,421.21,5.05,5,,
1822,IDP1655,3936.38,421.32,5.05,5,,
1823,IDP1625,3936.39,421.32,5.05,5,,
1824,serk2,3943.37,428.3,5.05,5,,
1825,IDP411,3944.27,429.2,5.05,5,,
1826,gpm922c,3948.32,433.25,5.05,5,,
1827,IDP211,3953.03,437.96,5.05,5,,
1828,gpm706d,3969.08,454.01,1.05,5,,
1829,mmp104,3972.47,457.4,5.05,5,,
1830,IDP2361,3978.1,463.03,5.05,5,,
1831,IDP163,3978.73,463.66,5.05,5,,
1832,IDP290,3980.33,465.26,5.05,5,,
1833,IDP335,3981.37,466.3,5.05,5,,
1834,IDP237,3981.61,466.54,5.05,5,,
1835,gpm839b,3983.31,468.24,5.05,5,,
1836,gpm41,3983.66,468.59,5.05,5,,
1837,AY109938,3985.17,470.1,5.06,5,,
1838,gpm282,3991.83,476.76,5.06,5,,
1839,umc2305,3994.77,479.7,5.06,5,,
1840,nfd104a,3998.39,483.32,5.06,5,,
1841,umc1752,4003.47,488.4,5.06,5,,
1842,umc1941,4007.67,492.6,5.06,5,,
1843,umc1524,4008.57,493.5,5.06,5,,
1844,umc51a,4008.77,493.7,5.06,5,,
1845,php20531,4009.27,494.2,5.06,5,,
1846,npi458a,4014.77,499.7,5.06,5,,
1847,umc2306,4015.17,500.1,5.06,5,,
1848,bnlg609,4015.77,500.7,5.06,5,,
1849,gpm428a,4016.86,501.79,5.06,5,,
1850,IDP269,4017.62,502.55,5.06,5,,
1851,sdg117b,4020.2,505.13,5.06,5,,
1852,gpm363b,4020.21,505.13,5.06,5,,
1853,IDP3847,4021.47,506.39,5.06,5,,
1854,gpm139f,4024.55,509.47,5.06,5,,
1855,gpm893,4026.69,511.61,5.06,5,,
1856,gpm425c,4027.39,512.31,5.06,5,,
1857,IDP36,4031.35,516.27,5.06,5,,
1858,mmp169,4031.38,516.3,5.06,5,,
1859,gpm412,4033.45,518.37,5.06,5,,
1860,gln4,4043.78,528.7,5.06,5,,
1861,npi442,4045.08,530,5.06,5,,
1862,IDP89,4045.55,530.47,5.06,5,,
1863,IDP233,4045.97,530.89,5.06,5,,
1864,gpm938b,4047.64,532.56,5.06,5,,
1865,IDP3821,4048.96,533.88,5.06,5,,
1866,IDP2459,4049.87,534.79,5.06,5,,
1867,IDP737,4053.47,538.39,5.07,5,,
1868,gpm715b,4057.38,542.3,5.07,5,,
1869,gpm180a,4092.12,577.04,5.07,5,,
1870,gpm880a,4093.38,578.3,5.07,5,,
1871,gpm778b,4101.92,586.84,5.07,5,,
1872,bnlg1118,4105.48,590.4,5.07,5,,
1873,gpm560,4108.7,593.62,5.07,5,,
1874,nnr2,4114.58,599.5,5.07,5,,
1875,umc1072,4115.08,600,5.07,5,,
1876,AY110369,4115.48,600.4,5.07,5,,
1877,mmp118,4116.38,601.3,5.07,5,,
1878,bnl5.24a,4124.48,609.4,5.08,5,,
1879,IDP1491,4131.42,616.34,5.08,5,,
1880,IDP181,4134.78,619.7,5.08,5,,
1881,umc1792,4140.88,625.8,5.08,5,,
1882,AY110413,4145.88,630.8,5.08,5,,
1883,IDP4002,4146.23,631.15,5.08,5,,
1884,npi288a,4147.68,632.6,5.08,5,,
1885,gpm719,4150.44,635.36,5.08,5,,
1886,umc57d,4153.58,638.5,5.08,5,,
1887,umc1225,4156.48,641.4,5.08,5,,
1888,AY110182,4158.68,643.6,5.08,5,,
1889,mmp175,4160.48,645.4,5.08,5,,
1890,gpm535,4162.45,647.37,5.08,5,,
1891,IDP646,4163.31,648.23,5.08,5,,
1892,IDP141,4167.03,651.95,5.08,5,,q22
1893,AY105910,4171.78,656.7,5.08,5,,q22
1894,IDP471,4172.11,657.03,5.08,5,,q22
1895,IDP3836,4174.45,659.37,5.08,5,,q22
1896,umc104b,4175.18,660.1,5.08,5,,q22
1897,IDP1955,4176.88,661.8,5.08,5,,q22
1898,nfd109,4178.01,662.93,5.08,5,,q22
1899,gpm858c,4178.13,663.05,5.08,5,,q22
1900,AW065811,4179.38,664.3,5.08,5,,q22
1901,phi10017,4184.48,669.4,5.09,5,,q22
1902,gpm855,4187.17,672.09,5.09,5,,q22
1903,umc2307,4187.68,672.6,5.09,5,,q22
1904,gpm118a,4188.79,673.71,5.09,5,,q22
1905,umc1153,4191.78,676.7,5.09,5,,q22
1906,gpm596,4192.46,677.38,5.09,5,,q22
1907,IDP217,4198.1,683.02,5.09,5,,q22
1908,umc49f,4205,0,6,6,,q22
1909,isu139,4222.3,17.3,6,6,,
1910,umc1143,4222.5,17.5,6,6,,
1911,gpm539a,4224.2,19.2,6,6,,
1912,bnlg161b,4228.2,23.2,6,6,,
1913,umc2310,4232.6,27.6,6,6,,
1914,umc2309,4232.8,27.8,6,6,,
1915,IDP447,4237.44,32.44,6,6,,
1916,gpm317,4240.86,35.86,6,6,,
1917,gpm383a,4240.87,35.86,6,6,,
1918,IDP3778,4241.73,36.72,6,6,,
1919,gpm885,4241.77,36.76,6,6,,
1920,agrp144,4254.01,49,6,6,,
1921,gpm308b,4262.8,57.79,6,6,,
1922,gpm304a,4263.71,58.7,6,6,,
1923,IDP360,4268.11,63.1,6,6,,
1924,AY110100,4268.61,63.6,6,6,,
1925,gpm166,4271.41,66.4,6.01,6,,
1926,IDP1664,4271.42,66.4,6.01,6,,
1927,hon104b,4271.55,66.53,6.01,6,,
1928,gpm170,4271.68,66.66,6.01,6,,
1929,gpm103,4272.2,67.18,6.01,6,,
1930,isu85a,4272.72,67.7,6.01,6,,
1931,gpm841,4272.97,67.95,6.01,6,,
1932,gpm537,4273.75,68.73,6.01,6,,
1933,umc1606,4274.22,69.2,6.01,6,,
1934,gpm399a,4275.3,70.28,6.01,6,,
1935,cdo1173c,4276.12,71.1,6.01,6,,
1936,umc2311,4276.52,71.5,6.01,6,,
1937,IDP1988,4276.53,71.5,6.01,6,,
1938,mmp163,4276.83,71.8,6.01,6,,
1939,bnlg1371,4277.73,72.7,6.01,6,,
1940,bnl6.29a,4278.33,73.3,6.01,6,,
1941,gpm216b,4278.9,73.87,6.01,6,,
1942,gpm318,4279.22,74.19,6.01,6,,
1943,umc2312,4280.83,75.8,6.01,6,,
1944,gpm453,4280.86,75.83,6.01,6,,
1945,bnlg1867,4283.33,78.3,6.01,6,,
1946,mmp13,4284.63,79.6,6.01,6,,
1947,umc1229,4285.73,80.7,6.01,6,,
1948,gpm116b,4288.52,83.49,6.01,6,,
1949,gpm491,4290.31,85.28,6.01,6,,
1950,php20528,4290.53,85.5,6.01,6,,
1951,cdo545,4291.93,86.9,6.01,6,,
1952,gpm320a,4292.76,87.73,6.01,6,,
1953,mez1,4293.09,88.06,6.01,6,,
1954,IDP184,4298.36,93.33,6.01,6,,
1955,IDP1627,4299,93.97,6.01,6,,
1956,IDP105,4299.01,93.97,6.01,6,,
1957,IDP2582a,4299.48,94.44,6.01,6,,
1958,uck1,4301.04,96,6.01,6,,
1959,IDP301,4302.16,97.12,6.01,6,,
1960,umc2074,4303.04,98,6.01,6,,
1961,AY107121,4303.44,98.4,6.01,6,,
1962,umc1133,4303.64,98.6,6.01,6,,
1963,umc2315,4303.84,98.8,6.01,6,,
1964,umc2314,4304.34,99.3,6.01,6,,
1965,IDP778,4306.94,101.9,6.01,6,,
1966,mmp76,4308.84,103.8,6.01,6,,
1967,ufg69,4309.84,104.8,6.01,6,,
1968,IDP139,4310.27,105.23,6.01,6,,
1969,bnlg1188,4310.51,105.47,6.01,6,,
1970,mmp20,4310.94,105.9,6.01,6,,
1971,gpm703,4312.36,107.32,6.01,6,,
1972,mmp10,4315.44,110.4,6.01,6,,
1973,IDP224,4321.2,116.16,6.01,6,,
1974,mmp4,4321.24,116.2,6.01,6,,
1975,gpm93a,4323.01,117.97,6.01,6,,
1976,mmp108b,4323.34,118.3,6.01,6,,
1977,gpm414b,4323.41,118.37,6.01,6,,
1978,IDP2572b,4324.43,119.39,6.01,6,,
1979,y1,4325.54,120.5,6.01,6,,
1980,rz444e,4328.74,123.7,6.02,6,,
1981,agrr189,4329.54,124.5,6.02,6,,
1982,umc1006,4330.04,125,6.02,6,,
1983,IDP3839,4330.09,125.05,6.02,6,,
1984,mir1,4332.14,127.1,6.02,6,,
1985,rz242a,4332.84,127.8,6.02,6,,
1986,IDP350,4339.29,134.25,6.02,6,,
1987,sdg102c,4344.28,139.24,6.02,6,,
1988,mmp117,4344.54,139.5,6.02,6,,
1989,mmp51,4348.24,143.2,6.02,6,,
1990,IDP1430,4349.86,144.82,6.02,6,,
1991,gpm99a,4349.98,144.94,6.02,6,,
1992,gpm585,4349.99,144.94,6.02,6,,
1993,gpm468a,4350,144.94,6.02,6,,
1994,gpm347,4350.52,145.46,6.02,6,,q23
1995,IDP2424,4350.76,145.7,6.02,6,,q23
1996,psr129b,4352.96,147.9,6.02,6,,q23
1997,bnlg2191,4353.76,148.7,6.02,6,,q23
1998,gpm246a,4356.16,151.1,6.02,6,,q23
1999,gpm604a,4356.19,151.13,6.02,6,,q23
2000,IDP1654,4357.35,152.29,6.02,6,,q23
2001,mmp65,4357.66,152.6,6.02,6,,q23
2002,IDP501,4358.19,153.13,6.02,6,,q23
2003,IDP2453,4358.62,153.56,6.02,6,,q23
2004,sbp3,4358.76,153.7,6.02,6,,q23
2005,IDP587,4359.42,154.36,6.02,6,,q23
2006,IDP2428,4360.11,155.05,6.02,6,,q23
2007,gpm809a,4362.33,157.27,6.02,6,,q23
2008,gpm661b,4362.89,157.83,6.02,6,,
2009,IDP133,4365.67,160.61,6.03,6,,
2010,IDP392,4367.47,162.41,6.03,6,,
2011,IDP1474,4369.19,164.13,6.03,6,,
2012,umc1887,4371.86,166.8,6.03,6,,
2013,gpm138a,4372.15,167.09,6.03,6,q28,
2014,AY104775,4372.66,167.6,6.03,6,q28,
2015,gpm137b,4372.67,167.6,6.03,6,q28,
2016,AY111964,4376.27,171.2,6.03,6,q28,
2017,gpm486a,4376.84,171.77,6.03,6,q28,
2018,umc65a,4386.97,181.9,6.04,6,q28,
2019,gpm363c,4387.78,182.71,6.01,6,q28,
2020,umc1796,4394.57,189.5,6.04,6,q28,
2021,umc1918,4394.97,189.9,6.04,6,q28,
2022,IDP2138,4395.38,190.31,6.04,6,q28,
2023,rz476d,4396.37,191.3,6.04,6,q28,
2024,IDP613,4397.03,191.96,6.04,6,q28,
2025,gpm390a,4397.34,192.27,6.04,6,q28,
2026,gpm824,4397.42,192.35,6.04,6,q28,
2027,AY108825,4397.6,192.53,6.04,6,q28,
2028,npi223a,4401.37,196.3,6.04,6,q28,
2029,umc1105,4404.07,199,6.04,6,q28,
2030,umc1979,4405.37,200.3,6.04,6,q28,
2031,umc1857,4408.27,203.2,6.04,6,q28,
2032,gpm275b,4410.05,204.98,6.04,6,q28,
2033,gpm539b,4410.17,205.1,6.04,6,q28,
2034,gpm581a,4410.48,205.41,6.04,6,q28,
2035,IDP62,4411.24,206.17,6.04,6,q28,
2036,IDP344,4412.26,207.19,6.04,6,q28,
2037,gpm716h,4415.78,210.71,6.04,6,q28,
2038,gta107b,4416.17,211.1,6.04,6,q28,
2039,gta105,4417.82,212.75,6.04,6,q28,
2040,gpm674c,4421.09,216.02,6.04,6,q28,
2041,gpm426c,4421.1,216.02,6.04,6,,
2042,gpm555,4431.61,226.53,6.04,6,,
2043,umc2006,4433.98,228.9,6.04,6,,
2044,IDP3793,4435.03,229.95,6.04,6,,
2045,gpm74,4440.34,235.26,6.04,6,,
2046,umc2317,4440.88,235.8,6.04,6,,
2047,IDP564,4441.08,236,6.04,6,,
2048,gpm436,4443.49,238.41,6.04,6,,
2049,isu61f,4443.78,238.7,6.04,6,,
2050,IDP202,4444.68,239.6,6.04,6,,
2051,umc21,4445.88,240.8,6.05,6,,
2052,AY107053,4447.39,242.31,6.05,6,,
2053,IDP1699,4448.38,243.3,6.05,6,,
2054,umc2318,4449.78,244.7,6.05,6,,
2055,gpm666c,4450.34,245.26,6.05,6,,
2056,ufg11,4453.18,248.1,6.05,6,,
2057,AY105479,4453.83,248.75,6.05,6,,
2058,gpm498b,4453.97,248.89,6.05,6,,
2059,chr117d,4455.23,250.15,6.05,6,,
2060,bnlg1154,4458.08,253,6.05,6,,
2061,umc1250,4459.58,254.5,6.05,6,,
2062,csu481,4466.18,261.1,6.05,6,,
2063,umc1826,4472.78,267.7,6.05,6,,
2064,gpm233,4474.5,269.42,6.05,6,,
2065,gpm269d,4474.51,269.42,6.05,6,,
2066,gpm242,4474.73,269.64,6.05,6,,
2067,zag1,4474.89,269.8,6.05,6,,
2068,gpm750b,4475.52,270.43,6.05,6,,
2069,gpm858a,4476.16,271.07,6.05,6,,
2070,umc1352a,4476.59,271.5,6.05,6,,
2071,gpm844,4477.67,272.58,6.05,6,,
2072,AI665560,4478.29,273.2,6.05,6,,
2073,IDP833,4481.07,275.98,6.05,6,,
2074,umc1413,4482.19,277.1,6.05,6,,
2075,bnlg2249,4483.09,278,6.05,6,,
2076,umc1114,4486.79,281.7,6.05,6,,
2077,umc1314,4489.39,284.3,6.05,6,,
2078,IDP129,4492.23,287.14,6.05,6,,
2079,IDP635,4492.24,287.14,6.05,6,,
2080,AY110542,4495.7,290.6,6.05,6,,
2081,gpm926k,4496.17,291.07,6.05,6,,
2082,gpm882,4497.01,291.91,6.05,6,,
2083,gpm250b,4497.02,291.91,6.05,6,,
2084,umc2141,4500.51,295.4,6.05,6,,
2085,gpm712a,4500.67,295.56,6.05,6,,
2086,AY110435,4501.41,296.3,6.05,6,,
2087,umc1379,4502.21,297.1,6.05,6,,
2088,npi560,4504.31,299.2,6.05,6,,
2089,umc1388,4507.11,302,6.05,6,,
2090,gpm390b,4507.97,302.86,6.05,6,,
2091,IDP3886,4511.13,306.02,6.05,6,q29,
2092,npi616a,4513.41,308.3,6.05,6,q29,
2093,AY110260,4515.81,310.7,6.05,6,q29,
2094,gpm109a,4516.09,310.98,6.05,6,q29,
2095,npi252,4517.11,312,6.05,6,q29,
2096,gpm599a,4517.96,312.85,6.05,6,q29,
2097,jpsb107b,4519.11,314,6.05,6,q29,
2098,AY109873,4519.91,314.8,6.05,6,q29,
2099,IDP608,4521.94,316.83,6.05,6,q29,
2100,gpm709b,4523.75,318.64,6.05,6,q29,
2101,umc2321,4524.11,319,6.05,6,q29,
2102,bnlg1702,4525.81,320.7,6.05,6,q29,
2103,AY110873,4527.01,321.9,6.05,6,q29,
2104,umc2320,4528.01,322.9,6.05,6,q29,
2105,gpm410,4528.61,323.5,6.05,6,q29,
2106,pmg1,4531.01,325.9,6.05,6,q29,
2107,gpm579,4531.49,326.38,6.05,6,q29,
2108,mbd101b,4532.15,327.04,6.05,6,q29,
2109,IDP2375,4536.1,330.99,6.05,6,q29,
2110,IDP3897,4537.18,332.07,6.05,6,q29,
2111,AY107881,4537.79,332.68,6.05,6,q29,
2112,npi608,4547.81,342.7,6.05,6,q29,
2113,AW036917,4553,347.89,6.05,6,q29,
2114,gpm706e,4553.95,348.84,6.05,6,q29,
2115,gpm193a,4554.82,349.71,6.05,6,q29,
2116,gpm426b,4555.69,350.58,6.05,6,q29,
2117,gpm652b,4556.47,351.36,6.05,6,q29,
2118,gpm191,4558.25,353.14,6.05,6,,
2119,IDP874,4561.86,356.75,6.05,6,,
2120,gpm896a,4565.25,360.14,6.05,6,,
2121,uaz400,4567.11,362,6.05,6,,
2122,uaz121a,4567.51,362.4,6.05,6,,
2123,mmp145,4572.51,367.4,6.05,6,,
2124,gpm490a,4575.63,370.52,6.05,6,,
2125,bnlg1732,4578.91,373.8,6.05,6,,
2126,gpm765a,4579.13,374.02,6.05,6,,
2127,rz444d,4580.91,375.8,6.05,6,,
2128,IDP1427,4582.81,377.7,6.05,6,,
2129,gpm631,4589.18,384.07,6.05,6,,
2130,umc38a,4590.91,385.8,6.06,6,,
2131,umc1912,4593.81,388.7,6.06,6,,
2132,gpm795,4594.21,389.1,6.06,6,,
2133,gpm186b,4597.08,391.97,6.06,6,,
2134,IDP3915,4598.54,393.43,6.06,6,,
2135,umc1463,4599.01,393.9,6.06,6,,
2136,IDP683,4599.92,394.81,6.06,6,,
2137,gtb101,4601.95,396.84,6.06,6,,
2138,gpm424c,4602.11,397,6.06,6,,
2139,gpm908a,4603.07,397.96,6.06,6,,
2140,umc2162,4603.61,398.5,6.06,6,,
2141,gpm34j,4603.88,398.77,6.06,6,,
2142,gpm796b,4604.36,399.25,6.06,6,,
2143,gpm908b,4604.52,399.41,6.06,6,,
2144,IDP148,4605.94,400.83,6.06,6,,
2145,mmp1,4606.81,401.7,6.06,6,,
2146,umc2322,4609.51,404.4,6.06,6,,
2147,AY104923,4615.41,410.3,6.06,6,,
2148,gpm186a,4617.61,412.5,6.06,6,,q24
2149,lim379,4625.51,420.4,6.06,6,,q24
2150,gpm494,4627.52,422.41,6.06,6,,q24
2151,gpm922i,4627.53,422.41,6.06,6,,q24
2152,gpm785,4627.63,422.51,6.06,6,,q24
