,markername,incre_new,Coordinate_Value,Primary_Bin,Chromosome,meanQTL_ID,vQTL_ID
2681,gpm359c,5885.64,485.55,8.07,8,,
2682,IDP400,5886.19,486.1,8.07,8,,
2683,gpm44c,5886.67,486.58,8.07,8,,
2684,AY110569,5886.99,486.9,8.07,8,,
2685,psy2,5889.79,489.7,8.07,8,,
2686,gpm408e,5890.02,489.93,8.07,8,,
2687,IDP1495,5892.94,492.85,8.07,8,,
2688,AY110539,5894.29,494.2,8.07,8,,
2689,umc1268,5894.79,494.7,8.07,8,,
2690,gpm204a,5897.9,497.81,8.07,8,,
2691,lim301,5904.39,504.3,8.07,8,,
2692,gpm234a,5904.56,504.47,8.07,8,,
2693,bnlg1828,5906.89,506.8,8.07,8,,
2694,npi414a,5909.89,509.8,8.08,8,,
2695,IDP115,5911,510.91,8.08,8,,
2696,umc2357,5914.29,514.2,8.08,8,,
2697,mmp64,5915.09,515,8.08,8,,
2698,gpm61b,5915.12,515.03,8.08,8,,
2699,php20793,5922.49,522.4,8.08,8,,
2700,AY109593,5924.69,524.6,8.08,8,,
2701,umc1005,5926.69,526.6,8.08,8,,
2702,umc1384,5927.43,527.34,8.08,8,,
2703,IDP3959,5928.62,528.53,8.08,8,,
2704,IDP275,5929.21,529.12,8.08,8,,
2705,IDP387,5930.47,530.38,8.08,8,,
2706,gpm911,5936.08,535.99,8.08,8,,
2707,gpm699a,5936.3,536.21,8.08,8,,
2708,gpm457,5936.96,536.87,8.08,8,,
2709,umc1933,5940.39,540.3,8.08,8,,
2710,gpm416a,5942,541.91,8.08,8,,
2711,mmp146,5944.79,544.7,8.08,8,,
2712,umc1673,5946.99,546.9,8.08,8,,
2713,AY110053,5950.49,550.4,8.08,8,,
2714,IDP830,5954.62,554.53,8.08,8,,
2715,gpm348,5956.47,556.38,8.08,8,,
2716,IDP698,5957.01,556.92,8.08,8,,
2717,IDP2398,5957.74,557.65,8.08,8,,
2718,IDP848,5960.53,560.44,8.08,8,,
2719,npi107,5962.59,562.5,8.08,8,,
2720,npi112b,5964.39,564.3,8.08,8,,
2721,IDP1432,5967.78,567.69,8.08,8,,
2722,AY103806,5969.09,569,8.08,8,,
2723,gst1,5971.59,571.5,8.08,8,,
2724,dupssr14,5975.12,575.03,8.08,8,,
2725,AY110127,5996.49,596.4,8.09,8,,
2726,umc1663,6008.19,608.1,8.09,8,,
2727,IDP1628,6021.13,621.04,8.09,8,,
2728,umc1638,6021.69,621.6,8.09,8,,
2729,gpm646b,6022.61,622.52,8.09,8,,
2730,bnlg1131,6028.29,628.2,8.09,8,,
2731,gpm194b,6028.7,628.61,8.09,8,,
2732,AY109853,6032.09,632,8.09,8,,
2733,gpm880c,6040,711.86,8.09,8,,
2734,IDP1637,6045,0,9,9,,
2735,umc1957,6046,1,9,9,,
2736,AY112355,6049.87,4.87,9,9,,
2737,umc109,6050,5,9.01,9,,
2738,gpm441,6054.71,9.71,9.01,9,,
2739,bnlg1724,6056.8,11.8,9.01,9,,q32
2740,npi253a,6059,14,9.01,9,,q32
2741,umc1370,6062.7,17.7,9.01,9,,q32
2742,umc1040,6066.2,21.2,9.01,9,,q32
2743,bnlg2122,6066.3,21.3,9.01,9,,q32
2744,gpm522d,6069.1,24.1,9.01,9,,q32
2745,umc1867,6069.3,24.3,9.01,9,,q32
2746,IDP844,6069.5,24.5,9.01,9,,q32
2747,php10005,6073.8,28.8,9.01,9,,q32
2748,gpm117a,6074.47,29.47,9.01,9,,q32
2749,IDP4069,6076.47,31.47,9.01,9,,q32
2750,IDP760,6087.27,42.27,9.01,9,,
2751,ufg41,6095.4,50.4,9.01,9,,
2752,gta106b,6101.53,56.53,9.01,9,,
2753,gpm493b,6102.11,57.11,9.01,9,,
2754,bnlg1583,6107.3,62.3,9.01,9,q36,
2755,c1,6109.7,64.7,9.01,9,q36,
2756,umc1809a,6110.2,65.2,9.01,9,q36,
2757,umc2335,6119.8,74.8,9.01,9,q36,
2758,IDP1969,6121.63,76.63,9.01,9,q36,
2759,gpm774b,6125.3,80.3,9.01,9,q36,
2760,sh1,6125.31,80.3,9.01,9,q36,
2761,gpm355,6125.4,80.39,9.01,9,q36,
2762,umc1588,6127.31,82.3,9.01,9,q36,
2763,umc1967,6129.31,84.3,9.01,9,q36,
2764,AY107496,6131.78,86.77,9.01,9,q36,
2765,umc1596,6131.81,86.8,9.01,9,q36,
2766,bz1,6135.11,90.1,9.02,9,q36,
2767,umc1170,6146.11,101.1,9.02,9,q36,
2768,chr113,6148.88,103.87,9.02,9,,
2769,csu471,6150.81,105.8,9.02,9,,
2770,gpm401b,6151.01,106,9.02,9,,
2771,IDP2364,6153.2,108.19,9.02,9,,
2772,IDP3817,6154.95,109.94,9.02,9,q37,
2773,gpm547b,6158.94,113.93,9.02,9,q37,
2774,isu111b,6161.61,116.6,9.02,9,q37,
2775,AY103622,6161.98,116.97,9.02,9,q37,
2776,gpm312d,6161.99,116.97,9.02,9,q37,
2777,gpm603,6162.36,117.34,9.02,9,q37,
2778,gpm602a,6162.45,117.43,9.02,9,q37,
2779,umc2336,6170.72,125.7,9.02,9,q37,
2780,IDP3947,6172.37,127.35,9.02,9,q37,
2781,mmp162,6184.02,139,9.02,9,q37,
2782,bnlg244,6187.62,142.6,9.02,9,q37,
2783,bnlg1401,6192.52,147.5,9.02,9,q37,
2784,gpm79a,6194.64,149.62,9.02,9,q37,
2785,gpm252a,6195.43,150.41,9.02,9,q37,
2786,gpm864b,6195.7,150.68,9.02,9,q37,
2787,gpm59b,6198.21,153.19,9.02,9,q37,
2788,IDP4038,6200.56,155.54,9.02,9,q37,
2789,gpm78a,6203.64,158.62,9.02,9,q37,
2790,mmp30,6207.52,162.5,9.02,9,q37,
2791,gpm78b,6209.46,164.44,9.02,9,,
2792,umc1698,6215.42,170.4,9.02,9,,
2793,AY105451,6221.17,176.15,9.02,9,,
2794,IDP1976,6227.18,182.16,9.02,9,q38,
2795,IDP3844,6234.09,189.07,9.02,9,q38,
2796,lim286,6235.12,190.1,9.02,9,q38,
2797,wx1,6236.72,191.7,9.03,9,q38,
2798,umc1634,6238.22,193.2,9.03,9,q38,
2799,umc1258,6240.72,195.7,9.03,9,q38,
2800,AY109570,6241.42,196.4,9.03,9,q38,
2801,hon104a,6241.66,196.64,9.03,9,q38,
2802,IDP3890,6241.72,196.7,9.03,9,q38,
2803,umc1586,6244.72,199.7,9.03,9,q38,
2804,lim101,6247.32,202.3,9.03,9,q38,
2805,ufg71,6249.42,204.4,9.03,9,q38,
2806,gpm94,6249.43,204.4,9.03,9,q38,
2807,mmp170b,6253.53,208.5,9.03,9,q38,
2808,gpm6,6253.97,208.94,9.03,9,q38,
2809,IDP1681,6255.01,209.98,9.03,9,q38,
2810,chr120,6258.63,213.6,9.03,9,q38,
2811,psr160d,6261.23,216.2,9.03,9,q38,
2812,gpm722,6261.24,216.2,9.03,9,q38,
2813,umc2338,6264.44,219.4,9.03,9,q38,
2814,umc2337,6265.14,220.1,9.03,9,q38,
2815,fdh2,6269.09,224.05,9.03,9,q38,
2816,nact12,6269.15,224.11,9.03,9,q38,
2817,gpm902,6269.16,224.11,9.03,9,q38,
2818,gpm133,6269.17,224.11,9.03,9,q38,
2819,gpm721,6269.4,224.34,9.03,9,q38,
2820,gpm137a,6269.41,224.34,9.03,9,q38,
2821,gpm46,6269.42,224.34,9.03,9,q38,
2822,IDP380,6271.36,226.28,9.03,9,q38,
2823,IDP4017,6271.38,226.3,9.03,9,q38,
2824,gpm566a,6271.64,226.56,9.03,9,q38,
2825,bcd1421,6272.48,227.4,9.03,9,q38,
2826,gpm820a,6273.2,228.12,9.03,9,q38,
2827,php20052,6273.38,228.3,9.03,9,q38,
2828,bnl5.10,6274.18,229.1,9.03,9,q38,
2829,bnl5.46b,6275.08,230,9.03,9,q38,
2830,umc1599,6275.18,230.1,9.03,9,q38,
2831,csu623a,6275.68,230.6,9.03,9,q38,
2832,umc1191,6277.88,232.8,9.03,9,q38,
2833,mmp2,6280.58,235.5,9.03,9,q38,
2834,asg63a,6283.08,238,9.03,9,q38,
2835,IDP1694,6283.25,238.17,9.03,9,q38,
2836,IDP717,6283.48,238.4,9.03,9,q38,
2837,BE518809,6283.49,238.41,9.03,9,q38,
2838,gtd101,6283.52,238.44,9.03,9,q38,
2839,umc2339,6283.98,238.9,9.03,9,q38,
2840,IDP248,6284.43,239.35,9.03,9,q38,
2841,IDP3862,6284.98,239.9,9.03,9,q38,
2842,umc1271,6285.58,240.5,9.03,9,q38,
2843,umc1691,6289.18,244.1,9.03,9,q38,
2844,umc1688,6292.68,247.6,9.03,9,q38,
2845,IDP312,6294.28,249.2,9.03,9,q38,
2846,ensl016,6294.35,249.27,9.03,9,q38,
2847,umc1921,6294.68,249.6,9.03,9,q38,
2848,umc1700,6296.88,251.8,9.03,9,q38,
2849,umc2087,6297.38,252.3,9.03,9,q38,
2850,IDP3968,6297.71,252.63,9.03,9,q38,
2851,gpm241,6298.36,253.28,9.03,9,q38,
2852,AW257883,6298.78,253.7,9.03,9,q38,
2853,umc1743,6299.08,254,9.03,9,q38,
2854,umc114,6299.38,254.3,9.03,9,q38,
2855,AY103770,6299.68,254.6,9.03,9,q38,
2856,gpm809b,6299.69,254.6,9.03,9,q38,
2857,bnl5.04,6301.19,256.1,9.03,9,q38,
2858,gpm68,6301.37,256.28,9.03,9,q38,
2859,umc1267,6302.69,257.6,9.03,9,q38,
2860,rz682,6303.29,258.2,9.03,9,q38,
2861,lim99b,6304.89,259.8,9.03,9,q38,
2862,gpm731,6306.57,261.48,9.03,9,,
2863,sbp4,6311.09,266,9.03,9,,
2864,bnlg1714,6311.49,266.4,9.03,9,,
2865,gpm165,6313.29,268.2,9.03,9,,
2866,lim166,6313.49,268.4,9.03,9,,
2867,bnlg1209,6318.29,273.2,9.03,9,,
2868,psr547,6323.99,278.9,9.04,9,,
2869,gpm739b,6324.83,279.74,9.04,9,,
2870,IDP809,6324.84,279.74,9.04,9,,
2871,gpm246b,6327.99,282.89,9.04,9,,
2872,gpm604b,6328,282.89,9.04,9,,
2873,psr129a,6328.21,283.1,9.04,9,,
2874,gpm699c,6328.22,283.1,9.04,9,,
2875,umc1107,6330.92,285.8,9.04,9,,
2876,gpm292a,6332.34,287.22,9.04,9,,
2877,gta101c,6335.22,290.1,9.04,9,,
2878,bnlg1012,6343.12,298,9.04,9,,
2879,gpm641c,6344.25,299.13,9.04,9,,
2880,gpm681b,6344.95,299.83,9.04,9,,
2881,ufg66,6345.12,300,9.04,9,,
2882,ufg70,6345.32,300.2,9.04,9,,
2883,ufg35a,6345.72,300.6,9.04,9,,
2884,gpm622a,6346.64,301.52,9.04,9,,
2885,npi580a,6347.42,302.3,9.04,9,,
2886,isu41a,6350.02,304.9,9.04,9,,
2887,ufg68,6351.32,306.2,9.04,9,,
2888,AY110782,6351.98,306.86,9.04,9,,
2889,umc1492,6353.12,308,9.04,9,,
2890,umc1120,6355.02,309.9,9.04,9,,
2891,gpm815b,6355.33,310.21,9.04,9,,
2892,gpm815c,6355.76,310.64,9.04,9,,
2893,gpm815d,6355.99,310.87,9.04,9,,
2894,sus1,6356.62,311.5,9.04,9,,
2895,AY109764,6357.02,311.9,9.04,9,,
2896,IDP756,6357.17,312.05,9.04,9,,
2897,IDP1441,6357.97,312.85,9.04,9,,
2898,mmp37,6359.42,314.3,9.04,9,,
2899,IDP3967,6359.98,314.86,9.04,9,,
2900,IDP1957,6360.41,315.29,9.05,9,,
2901,umc2121,6360.82,315.7,9.04,9,,
2902,IDP3975,6361.14,316.02,9.04,9,,
2903,IDP189,6361.25,316.13,9.04,9,,
2904,IDP2469,6362.73,317.61,9.04,9,,
2905,bnl8.17,6365.32,320.2,9.04,9,,
2906,gpm901,6365.72,320.6,9.04,9,,
2907,umc140b,6367.02,321.9,9.04,9,,
2908,lim458,6369.32,324.2,9.04,9,,
2909,ufg13a,6371.12,326,9.04,9,,
2910,gpm263,6372.8,327.68,9.04,9,,
2911,ufg64,6374.42,329.3,9.04,9,,
2912,chr125a,6375.49,330.37,9.04,9,,
2913,gpm939a,6375.5,330.37,9.04,9,,
2914,sod9,6378.19,333.06,9.04,9,,
2915,ufg48,6380.93,335.8,9.04,9,,
2916,mmp153,6381.23,336.1,9.04,9,,
2917,IDP702,6382.48,337.35,9.04,9,,
2918,php20554,6383.23,338.1,9.04,9,,
2919,umc1231,6387.13,342,9.05,9,,
2920,mmp41,6388.83,343.7,9.04,9,,
2921,IDP1653,6389.93,344.8,9.04,9,,
2922,IDP1640,6389.94,344.8,9.04,9,,
2923,ufg67,6406.54,361.4,9.04,9,,q33
2924,ufg47,6407.34,362.2,9.04,9,,q33
2925,gpm135,6408.03,362.89,9.04,9,,q33
2926,AY109792,6414.44,369.3,9.04,9,,q33
2927,IDP102,6417.95,372.81,9.04,9,,q33
2928,AY110217,6418.34,373.2,9.04,9,,q33
2929,IDP708,6422.41,377.27,9.04,9,,q33
2930,umc2095,6424.04,378.9,9.04,9,,q33
2931,umc2341,6426.24,381.1,9.04,9,,q33
2932,csu634,6427.84,382.7,9.05,9,,q33
2933,rz574b(c,6428.94,383.8,9.05,9,,q33
2934,umc2344,6429.94,384.8,9.06,9,,
2935,umc2342,6430.04,384.9,9.06,9,,
2936,umc2343,6430.44,385.3,9.06,9,,
2937,IDP2506,6430.45,385.3,9.06,9,,
2938,gpm601a,6430.46,385.31,9.06,9,,
2939,npi427a,6431.95,386.8,9.06,9,,
2940,ufg24,6437.65,392.5,9.06,9,q39,
2941,umc2134,6449.45,404.3,9.06,9,q39,
2942,IDP192,6452.76,407.61,9.06,9,q39,
2943,npi443,6455.05,409.9,9.06,9,q39,
2944,gpm473a,6455.33,410.18,9.06,9,q39,
2945,gpm418b,6457.35,412.2,9.06,9,q39,
2946,gpm1,6466.75,421.6,9.06,9,q39,
2947,AY109550,6474.85,429.7,9.06,9,q39,
2948,AY107292,6474.88,429.73,9.06,9,q39,
2949,npi439b,6476.85,431.7,9.06,9,q39,
2950,mmp132,6478.65,433.5,9.06,9,q39,
2951,asg44,6486.35,441.2,9.06,9,q39,
2952,mmp131,6503.65,458.5,9.06,9,,
2953,umc2346,6506.75,461.6,9.06,9,,
2954,csu93a,6509.05,463.9,9.06,9,,
2955,ufg75c,6522.35,477.2,9.06,9,,
2956,mmp168,6531.65,486.5,9.06,9,,
2957,umc1366,6535.05,489.9,9.06,9,,
2958,hb1,6537.45,492.3,9.06,9,,
2959,nfd104d,6537.49,492.34,9.06,9,,
2960,bnl5.09a,6545.25,500.1,9.06,9,,
2961,mmp110,6549.75,504.6,9.06,9,,
2962,gpm310,6561.92,516.77,9.06,9,q40,
2963,gpm379c,6571.15,526,9.06,9,q40,
2964,AY109819,6571.16,526,9.06,9,q40,
2965,gpm144,6571.17,526.01,9.06,9,q40,
2966,IDP2142,6572.37,527.21,9.06,9,q40,
2967,isu49,6575.96,530.8,9.06,9,q40,
2968,IDP2462,6577.98,532.82,9.06,9,q40,
2969,gpm812,6580.48,535.32,9.06,9,q40,
2970,gpm705b,6580.49,535.32,9.06,9,q40,
2971,asg12a,6581.27,536.1,9.07,9,q40,
2972,AY109543,6583.67,538.5,9.07,9,q40,
2973,umc1675,6586.57,541.4,9.07,9,q40,
2974,AY110382,6596.47,551.3,9.07,9,q40,
2975,bnlg619,6599.57,554.4,9.07,9,q40,
2976,mmp136,6601.57,556.4,9.07,9,q40,
2977,dupssr29,6601.67,556.5,9.07,9,q40,
2978,IDP2554,6606.39,561.22,9.07,9,,
2979,IDP634,6607.88,562.71,9.07,9,,
2980,umc2131,6611.97,566.8,9.07,9,,
2981,umc1714,6612.47,567.3,9.07,9,,
2982,jpsb596,6612.87,567.7,9.07,9,,
2983,mmp171a,6622.37,577.2,9.07,9,,
2984,IDP4024,6624.52,579.35,9.07,9,,
2985,IDP132,6624.57,579.4,9.07,9,,
2986,gpm937b,6624.68,579.51,9.07,9,,
2987,brd102,6624.88,579.71,9.07,9,,
2988,gpm552c,6625.1,579.93,9.07,9,,
2989,IDP65,6625.61,580.44,9.07,9,,
2990,gpm557a,6635.49,590.32,9.07,9,,
2991,IDP1488,6635.72,590.55,9.07,9,,
2992,dmt103a,6648.69,603.52,9.07,9,,
2993,gpm753b,6651.04,605.87,9.07,9,,
2994,gpm677b,6654.79,609.62,9.07,9,,
2995,IDP1419,6666.58,621.41,9.07,9,,
2996,umc1982,6678.37,633.2,9.08,9,,q35
2997,bnlg1129,6678.77,633.6,9.08,9,,q35
2998,umc1505,6680.37,635.2,9.08,9,,q35
2999,mmp53,6681.37,636.2,9.08,9,,q35
3000,AI901738,6682.27,637.1,9.08,9,,q35
3001,AW216329,6683.87,638.7,9.08,9,,q35
3002,IDP229,6686.6,641.43,9.07,9,,q35
3003,mmp48a,6690,0,10,10,,
3004,IDP1486,6700.28,10.28,10,10,,
3005,mmp48b,6701,11,10,10,,
3006,umc1380,6706.6,16.6,10,10,,
3007,AY110060,6712.3,22.3,10,10,,
3008,psr119c,6718.3,28.3,10,10,,
3009,bnl3.04,6719.6,29.6,10,10,,
3010,gpm822,6720.88,30.88,10,10,,
3011,phi041,6720.9,30.9,10,10,,
3012,gpm220,6738.29,48.29,10.01,10,,
3013,AW330564,6743,53,10.01,10,,
3014,csu1061b,6745.8,55.8,10.01,10,,
3015,IDP258,6748.84,58.84,10.01,10,,
3016,AW225120,6754.1,64.1,10.01,10,,
3017,IDP103,6760.63,70.63,10.01,10,,
3018,umc2053,6766.2,76.2,10.01,10,,
3019,IDP1448,6769.02,79.02,10.01,10,,
3020,umc2018,6771.1,81.1,10.01,10,,
3021,umc1152,6781.4,91.4,10.01,10,,
3022,gdcp1,6787.9,97.9,10.01,10,,
3023,gpm800b,6790.99,100.99,10.02,10,,
3024,gpm916c,6792.06,102.06,10.02,10,,
3025,gpm262,6792.35,102.35,10.02,10,,
3026,gpm657,6792.71,102.71,10.02,10,,
3027,IDP2353,6799.82,109.82,10.02,10,,q36
3028,gpm919d,6801.06,111.06,10.02,10,,q36
3029,IDP1697,6802.7,112.7,10.02,10,,q36
3030,IDP2514a,6805.13,115.13,10.02,10,,q36
3031,umc2034,6810.1,120.1,10.02,10,,q36
3032,gpm544b,6810.11,120.1,10.02,10,,q36
3033,AI795367,6824.81,134.8,10.02,10,,q36
3034,AY109994,6832.01,142,10.02,10,,q36
3035,umc1337,6833.31,143.3,10.02,10,,
3036,phi059,6833.51,143.5,10.02,10,,
3037,isu85b,6834.81,144.8,10.02,10,,
3038,IDP1992,6836.73,146.72,10.02,10,,
3039,IDP2434,6836.74,146.72,10.02,10,,
3040,IDP165,6837.18,147.16,10.02,10,,
3041,IDP1438,6839.8,149.78,10.02,10,,
3042,IDP3794,6841.93,151.91,10.02,10,,
3043,IDP1458,6842.86,152.84,10.02,10,,
3044,gpm884,6850.02,160,10.03,10,,
3045,csu625,6850.42,160.4,10.03,10,,
3046,npi105a,6853.22,163.2,10.03,10,,
3047,gpm354,6853.83,163.81,10.03,10,,
3048,gpm391,6856.26,166.24,10.03,10,,
3049,gcsh1,6858.22,168.2,10.03,10,,
3050,gpm905a,6859.26,169.24,10.03,10,q41,
3051,AY105872,6861.37,171.35,10.03,10,q41,
3052,IDP4076,6861.69,171.67,10.03,10,q41,
3053,IDP1479,6861.85,171.83,10.03,10,q41,
3054,lim2,6863.52,173.5,10.03,10,q41,
3055,IDP2430a,6864.66,174.64,10.03,10,q41,
3056,IDP48,6866.23,176.21,10.03,10,q41,
3057,IDP475,6866.24,176.21,10.03,10,q41,
3058,php06005,6868.63,178.6,10.03,10,q41,
3059,umc1962,6870.73,180.7,10.03,10,q41,
3060,bnlg210,6873.43,183.4,10.03,10,q41,
3061,umc1367,6873.83,183.8,10.03,10,q41,
3062,uaz116,6874.73,184.7,10.03,10,q41,
3063,php20646,6875.13,185.1,10.03,10,q41,
3064,umc1381,6877.03,187,10.03,10,q41,
3065,ufg30a,6878.83,188.8,10.03,10,q41,
3066,AY110411,6881.23,191.2,10.03,10,q41,
3067,AY105746,6883.63,193.6,10.03,10,q41,
3068,umc2067,6884.53,194.5,10.03,10,q41,
3069,chr109a,6886.39,196.36,10.03,10,q41,
3070,jpsb527c,6887.93,197.9,10.03,10,q41,
3071,gpm257d,6888.91,198.88,10.03,10,q41,
3072,sdg108b,6888.92,198.88,10.03,10,q41,
3073,gpm53,6889.03,198.99,10.03,10,q41,
3074,gpm515a,6889.18,199.14,10.03,10,q41,
3075,gpm806,6889.28,199.24,10.03,10,q41,
3076,gpm30a,6889.45,199.41,10.03,10,q41,
3077,AY110248,6890.54,200.5,10.03,10,q41,
3078,gpm777,6892.47,202.43,10.03,10,q41,
3079,gpm820c,6892.48,202.43,10.03,10,q41,
3080,ufg59,6893.05,203,10.03,10,q41,
3081,mmp63,6894.85,204.8,10.03,10,q41,
3082,gpm344b,6896.45,206.4,10.03,10,q41,
3083,IDP439,6898.55,208.5,10.03,10,q41,
3084,gpm737,6901.92,211.87,10.03,10,q41,
3085,bnlg1079,6903.15,213.1,10.03,10,q41,
3086,umc1239,6903.35,213.3,10.03,10,,
3087,IDP52,6905.69,215.64,10.03,10,,
3088,IDP3926,6905.7,215.64,10.03,10,,
3089,gpm388c,6905.85,215.79,10.03,10,,
3090,gpm832,6905.95,215.89,10.03,10,,
3091,gpm324,6906,215.94,10.03,10,,
3092,gpm376,6906.15,216.09,10.03,10,,
3093,npi445a,6907.26,217.2,10.03,10,,
3094,bnlg1712,6907.86,217.8,10.03,10,,
3095,AY112073,6910.16,220.1,10.03,10,,
3096,AY111178,6917.46,227.4,10.03,10,,
3097,bnlg1655,6918.06,228,10.03,10,,
3098,umc1336,6918.36,228.3,10.03,10,,
3099,gpm13,6920.48,230.42,10.03,10,,
3100,gpm605,6921.49,231.43,10.03,10,,
3101,IDP1446,6922.16,232.1,10.03,10,,
3102,fie2,6922.17,232.1,10.03,10,,
3103,IDP1502,6927.22,237.15,10.03,10,,
3104,bnlg640,6928.19,238.12,10.03,10,,
3105,IDP1429,6932.27,242.2,10.03,10,,
3106,IDP3973,6932.37,242.3,10.04,10,,
3107,umc64a,6932.38,242.3,10.04,10,,
3108,umc2348,6934.68,244.6,10.04,10,,
3109,IDP1618,6936.05,245.97,10.04,10,,
3110,IDP2561,6937.33,247.25,10.04,10,,
3111,gpm468b,6937.68,247.6,10.04,10,,
3112,IDP2,6938.28,248.2,10.04,10,,
3113,umc1246,6938.29,248.2,10.04,10,,
3114,gpm512,6940.32,250.23,10.04,10,,
3115,mmp16,6941.69,251.6,10.04,10,,
3116,IDP2579,6942.39,252.3,10.04,10,,
3117,IDP2556,6942.4,252.3,10.04,10,,
3118,gpm28a,6942.54,252.44,10.04,10,,
3119,rz69,6943.5,253.4,10.04,10,,
3120,umc1077,6943.6,253.5,10.04,10,,
3121,AY110514,6944.6,254.5,10.04,10,,
3122,gpm926j,6944.74,254.64,10.04,10,,
3123,gpm805b,6944.91,254.81,10.04,10,,
3124,AY109920,6946.9,256.8,10.04,10,,
3125,AY109876,6949.5,259.4,10.04,10,,
3126,mgs1,6950.6,260.5,10.04,10,,
3127,umc1836,6951.9,261.8,10.04,10,,
3128,IDP1615,6954.18,264.08,10.04,10,,
3129,jpsb527d,6954.3,264.2,10.04,10,,
3130,mzetc34,6958.2,268.1,10.04,10,,
3131,gpm81a,6959,268.9,10.04,10,,
3132,mmp121,6959.7,269.6,10.04,10,,
3133,AY110365,6961.4,271.3,10.04,10,,
3134,umc1911,6963.7,273.6,10.04,10,,
3135,npi264,6964.2,274.1,10.04,10,,
3136,umc1453,6964.5,274.4,10.04,10,,
3137,gpm253b,6966.01,275.91,10.04,10,,
3138,asg2,6967.3,277.2,10.04,10,,
3139,IDP121,6967.43,277.33,10.04,10,q42,
3140,IDP2458,6970.25,280.15,10.04,10,q42,
3141,AY109698,6970.8,280.7,10.04,10,q42,
3142,umc2350,6973.6,283.5,10.04,10,q42,
3143,IDP721,6974.37,284.27,10.04,10,q42,
3144,umc1330,6978,287.9,10.04,10,q42,
3145,umc1697,6981,290.9,10.04,10,q42,
3146,IDP620,6985.39,295.29,10.04,10,q42,
3147,umc1115,6986,295.9,10.04,10,q42,
3148,IDP3961,6986.99,296.89,10.04,10,,
3149,umc1272,6989.5,299.4,10.04,10,,
3150,hag103b,6991,300.9,10.04,10,,
3151,umc2003,6991.7,301.6,10.04,10,,
3152,gpm460b,6992.33,302.23,10.04,10,,
3153,IDP1682,6993.06,302.96,10.04,10,,
3154,umc1930,6997,306.9,10.04,10,,
3155,npi563,6998.8,308.7,10.04,10,,q37
3156,umc259a,6999.1,309,10.05,10,,q37
3157,npi578,6999.3,309.2,10.04,10,,q37
3158,gpm411b,7001.11,311.01,10.04,10,,q37
3159,umc1677,7001.5,311.4,10.04,10,,q37
3160,gpm696,7004.9,314.8,10.04,10,,q37
3161,isu58b,7005.3,315.2,10.04,10,,q37
3162,AY110634,7009.6,319.5,10.04,10,,q37
3163,mmp12,7017.4,327.3,10.04,10,,q37
3164,gpm763,7020.49,330.39,10.04,10,,
3165,bnlg1074,7022.2,332.1,10.04,10,,
3166,gpm413a,7023.02,332.92,10.05,10,,
3167,gpm714b,7025.12,335.02,10.04,10,,
3168,gpm320b,7025.14,335.04,10.04,10,,
3169,bnlg1250,7025.6,335.5,10.04,10,,
3170,gpm503,7028.16,338.06,10.04,10,,
3171,gpm115,7028.56,338.46,10.04,10,,
3172,ufg81,7031.2,341.1,10.04,10,,
3173,AY110167,7032.8,342.7,10.04,10,,
3174,umc1506,7034.9,344.8,10.04,10,,
3175,IDP1978,7040.2,350.1,10.04,10,,
3176,gpm485,7042.5,352.4,10.04,10,,
3177,ufg72,7042.7,352.6,10.04,10,,
3178,gpm139e,7044.55,354.45,10.04,10,,
3179,gpm522b,7046.81,356.71,10.04,10,q43,
3180,IDP3770,7052.93,362.83,10.04,10,q43,
3181,umc1477,7056.4,366.3,10.04,10,q43,
3182,IDP120,7062.28,372.18,10.04,10,q43,
3183,umc1045,7065.9,375.8,10.04,10,q43,
3184,umc44a,7066.05,375.95,10.06,10,q43,
3185,gpm651a,7066.4,376.3,10.06,10,q43,
3186,mmp71,7067,376.9,10.06,10,q43,
3187,gpm288,7069.78,379.68,10.06,10,q43,
3188,bnlg1028,7070.6,380.5,10.06,10,q43,
3189,IDP377,7071.94,381.84,10.06,10,q43,
3190,jpsb365a,7073.5,383.4,10.06,10,q43,
3191,IDP134,7075.14,385.04,10.06,10,q43,
3192,gpm31b,7076.76,386.66,10.06,10,q43,
3193,bnl17.02,7078,387.9,10.06,10,q43,
3194,IDP263,7084.4,394.3,10.06,10,,
3195,gpm575b,7087.46,397.36,10.06,10,,
3196,gpm900,7092.01,401.91,10.06,10,,
3197,gpm794,7095.71,405.61,10.06,10,,
3198,bnlg2190,7102.4,412.3,10.06,10,,
3199,ufg56,7104.2,414.1,10.06,10,,
3200,IDP4051,7105.07,414.97,10.06,10,,
3201,IDP435,7105.94,415.84,10.06,10,,
3202,ufg62,7106.7,416.6,10.06,10,,
3203,IDP3850,7108.27,418.17,10.06,10,,
3204,gpm708e,7112.56,422.46,10.06,10,,
3205,IDP4016,7120.86,430.76,10.06,10,q44,
3206,IDP1471,7123.1,433,10.06,10,q44,
3207,gpm708d,7127.81,437.71,10.07,10,q44,
3208,agrr37c,7132.3,442.2,10.07,10,q44,
3209,gpm762b,7132.89,442.79,10.07,10,q44,
3210,gpm920,7132.9,442.79,10.07,10,q44,
3211,gpm273d,7133,442.89,10.07,10,q44,
3212,umc1196a,7134.91,444.8,10.07,10,q44,
3213,umc1084,7135.81,445.7,10.07,10,q44,
3214,bnlg1677,7139.41,449.3,10.07,10,q44,
3215,sgb103,7140.12,450.01,10.07,10,q44,
